user_id,item_id,rating,timestamp,user_idx,item_idx,implicit_feedback,engagement
712,66,5,1997-09-20 04:30:16,705,291,1,1.0
712,97,5,1997-09-20 04:30:16,705,320,1,1.0
712,553,5,1997-09-20 04:30:50,705,718,1,1.0
712,969,4,1997-09-20 04:30:50,705,816,1,0.8
712,79,4,1997-09-20 04:30:50,705,156,1,0.8
712,96,5,1997-09-20 04:30:50,705,102,1,1.0
712,181,5,1997-09-20 04:31:41,705,52,1,1.0
712,173,5,1997-09-20 04:31:41,705,321,1,1.0
712,172,5,1997-09-20 04:31:41,705,161,1,1.0
712,42,1,1997-09-20 04:32:15,705,734,0,0.2
712,402,4,1997-09-20 04:32:15,705,293,1,0.8
712,498,3,1997-09-20 04:32:15,705,91,0,0.6
712,234,2,1997-09-20 04:32:15,705,29,0,0.4
712,421,4,1997-09-20 04:32:15,705,518,1,0.8
712,739,4,1997-09-20 04:32:15,705,435,1,0.8
712,423,3,1997-09-20 04:32:40,705,57,0,0.6
712,99,4,1997-09-20 04:33:15,705,480,1,0.8
712,174,5,1997-09-20 04:33:15,705,101,1,1.0
712,692,5,1997-09-20 04:33:15,705,438,1,1.0
712,812,4,1997-09-20 04:33:16,705,412,1,0.8
712,1220,5,1997-09-20 04:33:16,705,453,1,1.0
712,392,5,1997-09-20 04:33:16,705,20,1,1.0
712,61,3,1997-09-20 04:33:51,705,169,0,0.6
712,82,5,1997-09-20 04:33:51,705,231,1,1.0
712,215,3,1997-09-20 04:33:51,705,244,0,0.6
712,202,4,1997-09-20 04:33:51,705,179,1,0.8
712,432,4,1997-09-20 04:34:16,705,50,1,0.8
712,195,3,1997-09-20 04:34:45,705,112,0,0.6
712,462,3,1997-09-20 04:34:45,705,299,0,0.6
712,69,3,1997-09-20 04:34:45,705,191,0,0.6
712,746,4,1997-09-20 04:34:45,705,207,1,0.8
712,776,4,1997-09-20 04:35:55,705,1203,1,0.8
712,88,4,1997-09-20 04:35:55,705,33,1,0.8
712,1055,4,1997-09-20 04:35:55,705,1530,1,0.8
712,177,2,1997-09-20 04:35:55,705,145,0,0.4
712,4,4,1997-09-20 04:36:19,705,47,1,0.8
712,785,5,1997-09-20 04:36:46,705,15,1,1.0
712,238,3,1997-09-20 04:36:46,705,329,0,0.6
712,1469,4,1997-09-20 04:36:46,705,1295,1,0.8
712,365,3,1997-09-20 04:37:14,705,358,0,0.6
712,419,3,1997-09-20 04:37:14,705,135,0,0.6
712,660,4,1997-09-20 04:37:14,705,465,1,0.8
712,585,4,1997-09-20 04:37:14,705,576,1,0.8
712,1503,4,1997-09-20 04:37:15,705,1118,1,0.8
712,560,3,1997-09-20 04:37:41,705,841,0,0.6
712,72,4,1997-09-20 04:37:41,705,549,1,0.8
712,228,3,1997-09-20 04:37:41,705,182,0,0.6
712,71,5,1997-09-20 04:37:41,705,309,1,1.0
712,73,5,1997-09-20 04:38:13,705,556,1,1.0
712,622,4,1997-09-20 04:38:13,705,919,1,0.8
712,210,5,1997-09-20 04:38:13,705,347,1,1.0
712,393,3,1997-09-20 04:38:40,705,528,0,0.6
712,662,5,1997-09-20 04:38:40,705,264,1,1.0
712,141,3,1997-09-20 04:38:40,705,218,0,0.6
712,584,4,1997-09-20 04:39:02,705,887,1,0.8
712,732,5,1997-09-20 04:39:30,705,366,1,1.0
712,949,4,1997-09-20 04:39:30,705,610,1,0.8
712,378,4,1997-09-20 04:39:30,705,283,1,0.8
712,716,5,1997-09-20 04:39:30,705,316,1,1.0
712,191,3,1997-09-20 04:39:56,705,254,0,0.6
712,196,4,1997-09-20 04:39:56,705,53,1,0.8
712,83,4,1997-09-20 04:39:56,705,693,1,0.8
712,59,2,1997-09-20 04:40:20,705,574,0,0.4
712,136,1,1997-09-20 04:40:43,705,936,0,0.2
712,230,3,1997-09-20 04:41:07,705,474,0,0.6
712,655,5,1997-09-20 04:41:07,705,431,1,1.0
712,404,3,1997-09-20 04:41:07,705,345,0,0.6
712,1053,4,1997-09-20 04:41:30,705,961,1,0.8
712,568,5,1997-09-20 04:41:31,705,201,1,1.0
712,941,5,1997-09-20 04:41:31,705,396,1,1.0
712,729,5,1997-09-20 04:41:31,705,472,1,1.0
712,60,1,1997-09-20 04:42:00,705,330,0,0.2
712,506,3,1997-09-20 04:42:00,705,475,0,0.6
712,495,4,1997-09-20 04:42:00,705,905,1,0.8
712,946,4,1997-09-20 04:42:01,705,1049,1,0.8
712,486,4,1997-09-20 04:42:01,705,21,1,0.8
712,747,3,1997-09-20 04:42:32,705,590,0,0.6
712,431,3,1997-09-20 04:42:32,705,354,0,0.6
712,95,4,1997-09-20 04:42:32,705,26,1,0.8
712,418,3,1997-09-20 04:42:33,705,544,0,0.6
712,38,4,1997-09-20 04:42:33,705,543,1,0.8
851,111,3,1997-09-20 14:56:48,845,83,0,0.6
851,1014,3,1997-09-20 14:56:48,845,11,0,0.6
851,845,3,1997-09-20 14:56:48,845,302,0,0.6
851,742,5,1997-09-20 14:58:39,845,364,1,1.0
851,815,3,1997-09-20 14:59:10,845,124,0,0.6
851,824,4,1997-09-20 14:59:10,845,388,1,0.8
851,405,5,1997-09-20 14:59:10,845,136,1,1.0
119,300,5,1997-09-20 16:51:26,20,652,1,1.0
119,286,5,1997-09-20 16:51:26,20,289,1,1.0
119,322,4,1997-09-20 16:54:09,20,51,1,0.8
119,323,4,1997-09-20 16:54:09,20,144,1,0.8
119,275,5,1997-09-20 16:56:15,20,89,1,1.0
119,866,3,1997-09-20 16:56:15,20,445,0,0.6
119,458,5,1997-09-20 16:56:15,20,1076,1,1.0
119,100,5,1997-09-20 16:56:15,20,49,1,1.0
119,50,5,1997-09-20 16:58:38,20,357,1,1.0
119,455,4,1997-09-20 16:58:39,20,158,1,0.8
119,741,4,1997-09-20 17:00:15,20,392,1,0.8
119,235,5,1997-09-20 17:02:36,20,181,1,1.0
119,813,4,1997-09-20 17:02:36,20,222,1,0.8
119,718,5,1997-09-20 17:02:36,20,712,1,1.0
119,277,4,1997-09-20 17:03:13,20,28,1,0.8
119,298,4,1997-09-20 17:03:58,20,153,1,0.8
119,237,5,1997-09-20 17:03:58,20,77,1,1.0
119,1086,4,1997-09-20 17:05:36,20,270,1,0.8
119,412,4,1997-09-20 17:05:36,20,514,1,0.8
119,282,5,1997-09-20 17:05:36,20,647,1,1.0
119,628,4,1997-09-20 17:06:25,20,862,1,0.8
119,7,5,1997-09-20 17:06:25,20,209,1,1.0
119,276,2,1997-09-20 17:07:42,20,695,0,0.4
119,1016,5,1997-09-20 17:07:42,20,87,1,1.0
119,93,4,1997-09-20 17:07:42,20,534,1,0.8
119,125,5,1997-09-20 17:07:42,20,552,1,1.0
119,222,5,1997-09-20 17:08:31,20,12,1,1.0
119,121,4,1997-09-20 17:08:31,20,403,1,0.8
119,829,5,1997-09-20 17:10:06,20,246,1,1.0
119,982,4,1997-09-20 17:10:06,20,536,1,0.8
119,823,3,1997-09-20 17:10:06,20,306,0,0.6
119,742,5,1997-09-20 17:10:06,20,364,1,1.0
119,181,4,1997-09-20 17:10:06,20,52,1,0.8
119,472,4,1997-09-20 17:10:06,20,531,1,0.8
119,762,4,1997-09-20 17:11:05,20,365,1,0.8
119,597,4,1997-09-20 17:11:05,20,278,1,0.8
119,287,4,1997-09-20 17:11:05,20,487,1,0.8
119,117,5,1997-09-20 17:12:15,20,140,1,1.0
119,924,4,1997-09-20 17:12:15,20,1034,1,0.8
119,826,4,1997-09-20 17:13:00,20,704,1,0.8
119,475,4,1997-09-20 17:13:00,20,355,1,0.8
119,109,5,1997-09-20 17:13:00,20,198,1,1.0
119,274,4,1997-09-20 17:13:00,20,17,1,0.8
119,257,4,1997-09-20 17:13:34,20,10,1,0.8
119,473,3,1997-09-20 17:14:07,20,781,0,0.6
119,1202,4,1997-09-20 17:14:40,20,1163,1,0.8
119,250,2,1997-09-20 17:15:31,20,305,0,0.4
119,405,4,1997-09-20 17:16:55,20,136,1,0.8
119,827,3,1997-09-20 17:16:55,20,872,0,0.6
119,105,2,1997-09-20 17:17:29,20,555,0,0.4
119,255,3,1997-09-20 17:18:34,20,177,0,0.6
119,546,4,1997-09-20 17:18:34,20,25,1,0.8
119,930,3,1997-09-20 17:19:05,20,165,0,0.6
119,717,3,1997-09-20 17:19:05,20,416,0,0.6
119,1034,3,1997-09-20 17:19:40,20,507,0,0.6
119,831,2,1997-09-20 17:19:40,20,523,0,0.4
640,790,4,1997-09-20 17:41:00,635,193,1,0.8
640,11,4,1997-09-20 17:44:00,635,229,1,0.8
640,12,5,1997-09-20 17:44:51,635,297,1,1.0
640,496,4,1997-09-20 17:44:51,635,99,1,0.8
640,56,5,1997-09-20 17:45:28,635,216,1,1.0
640,382,4,1997-09-20 17:45:28,635,92,1,0.8
640,180,5,1997-09-20 17:45:28,635,571,1,1.0
640,170,5,1997-09-20 17:46:23,635,856,1,1.0
640,134,5,1997-09-20 17:47:03,635,260,1,1.0
640,474,4,1997-09-20 17:47:03,635,5,1,0.8
640,770,4,1997-09-20 17:47:38,635,349,1,0.8
640,64,5,1997-09-20 17:48:21,635,239,1,1.0
640,175,5,1997-09-20 17:48:55,635,288,1,1.0
640,47,4,1997-09-20 17:48:55,635,337,1,0.8
640,81,5,1997-09-20 17:48:55,635,405,1,1.0
640,55,5,1997-09-20 17:49:25,635,399,1,1.0
640,461,4,1997-09-20 17:50:33,635,500,1,0.8
640,169,5,1997-09-20 17:51:30,635,277,1,1.0
640,182,5,1997-09-20 17:52:05,635,356,1,1.0
640,318,5,1997-09-20 17:52:28,635,200,1,1.0
640,204,5,1997-09-20 17:52:54,635,247,1,1.0
640,91,4,1997-09-20 17:53:18,635,529,1,0.8
640,85,5,1997-09-20 17:54:25,635,591,1,1.0
640,70,4,1997-09-20 17:54:25,635,423,1,0.8
640,4,4,1997-09-20 17:54:25,635,47,1,0.8
640,941,5,1997-09-20 17:54:55,635,396,1,1.0
640,580,5,1997-09-20 17:54:56,635,632,1,1.0
640,209,5,1997-09-20 17:55:54,635,93,1,1.0
640,189,5,1997-09-20 17:56:21,635,236,1,1.0
640,693,5,1997-09-20 17:56:47,635,646,1,1.0
640,96,5,1997-09-20 17:57:20,635,102,1,1.0
640,201,4,1997-09-20 17:57:20,635,44,1,0.8
640,663,5,1997-09-20 17:57:20,635,550,1,1.0
640,214,5,1997-09-20 17:57:54,635,195,1,1.0
640,357,5,1997-09-20 17:57:54,635,240,1,1.0
640,53,4,1997-09-20 17:57:54,635,527,1,0.8
640,239,5,1997-09-20 17:57:54,635,557,1,1.0
640,1073,5,1997-09-20 17:58:19,635,808,1,1.0
640,428,5,1997-09-20 17:58:19,635,649,1,1.0
640,42,5,1997-09-20 17:59:05,635,734,1,1.0
640,66,4,1997-09-20 17:59:05,635,291,1,0.8
640,202,5,1997-09-20 17:59:26,635,179,1,1.0
640,231,5,1997-09-20 18:00:24,635,146,1,1.0
640,68,4,1997-09-20 18:01:19,635,208,1,0.8
640,540,3,1997-09-20 18:01:19,635,426,0,0.6
640,22,4,1997-09-20 18:01:19,635,408,1,0.8
640,233,4,1997-09-20 18:01:19,635,504,1,0.8
640,161,4,1997-09-20 18:01:19,635,456,1,0.8
640,195,4,1997-09-20 18:01:55,635,112,1,0.8
640,79,5,1997-09-20 18:01:55,635,156,1,1.0
640,92,4,1997-09-20 18:01:55,635,499,1,0.8
640,684,4,1997-09-20 18:02:48,635,801,1,0.8
640,2,4,1997-09-20 18:02:48,635,147,1,0.8
640,566,4,1997-09-20 18:02:49,635,476,1,0.8
640,226,5,1997-09-20 18:02:49,635,758,1,1.0
640,568,4,1997-09-20 18:02:49,635,201,1,0.8
640,385,5,1997-09-20 18:02:49,635,114,1,1.0
640,720,3,1997-09-20 18:03:32,635,375,0,0.6
640,38,4,1997-09-20 18:03:32,635,543,1,0.8
640,578,3,1997-09-20 18:03:32,635,698,0,0.6
640,62,3,1997-09-20 18:03:32,635,296,0,0.6
640,761,5,1997-09-20 18:03:33,635,532,1,1.0
640,33,3,1997-09-20 18:04:56,635,249,0,0.6
640,550,4,1997-09-20 18:05:22,635,368,1,0.8
640,802,3,1997-09-20 18:05:56,635,926,0,0.6
640,373,3,1997-09-20 18:05:56,635,1113,0,0.6
640,391,3,1997-09-20 18:05:56,635,978,0,0.6
119,252,3,1997-09-20 18:40:32,20,350,0,0.6
119,825,3,1997-09-20 18:41:00,20,1036,0,0.6
594,292,3,1997-09-20 18:41:04,593,420,0,0.6
594,319,3,1997-09-20 18:41:04,593,568,0,0.6
594,245,3,1997-09-20 18:41:49,593,117,0,0.6
594,988,2,1997-09-20 18:42:25,593,899,0,0.4
119,977,3,1997-09-20 18:42:49,20,516,0,0.6
119,1259,3,1997-09-20 18:43:16,20,1186,0,0.6
594,100,4,1997-09-20 18:43:24,593,49,1,0.8
594,19,3,1997-09-20 18:43:24,593,1069,0,0.6
119,254,2,1997-09-20 18:43:57,20,706,0,0.4
119,1244,3,1997-09-20 18:43:57,20,1182,0,0.6
594,515,5,1997-09-20 18:44:10,593,58,1,1.0
119,595,3,1997-09-20 18:44:27,20,228,0,0.6
119,986,3,1997-09-20 18:44:28,20,1091,0,0.6
594,127,4,1997-09-20 18:44:36,593,189,1,0.8
594,181,3,1997-09-20 18:44:36,593,52,0,0.6
594,126,3,1997-09-20 18:46:13,593,387,0,0.6
594,14,4,1997-09-20 18:46:13,593,133,1,0.8
119,11,5,1997-09-20 18:46:38,20,229,1,1.0
119,1261,4,1997-09-20 18:46:38,20,1403,1,0.8
119,492,5,1997-09-20 18:46:38,20,454,1,1.0
119,1153,5,1997-09-20 18:46:38,20,90,1,1.0
119,56,4,1997-09-20 18:46:38,20,216,1,0.8
594,221,4,1997-09-20 18:46:47,593,595,1,0.8
119,96,5,1997-09-20 18:47:37,20,102,1,1.0
119,213,5,1997-09-20 18:47:37,20,567,1,1.0
119,194,5,1997-09-20 18:47:37,20,34,1,1.0
119,182,4,1997-09-20 18:48:23,20,356,1,0.8
119,174,4,1997-09-20 18:48:23,20,101,1,0.8
119,168,5,1997-09-20 18:49:11,20,367,1,1.0
119,89,4,1997-09-20 18:49:12,20,217,1,0.8
119,82,2,1997-09-20 18:49:12,20,231,0,0.4
119,511,5,1997-09-20 18:50:07,20,538,1,1.0
119,210,5,1997-09-20 18:50:07,20,347,1,1.0
119,64,4,1997-09-20 18:51:00,20,239,1,0.8
119,486,4,1997-09-20 18:52:27,20,21,1,0.8
119,1260,5,1997-09-20 18:52:27,20,679,1,1.0
119,655,5,1997-09-20 18:53:48,20,431,1,1.0
119,22,4,1997-09-20 18:54:58,20,408,1,0.8
119,188,4,1997-09-20 18:55:42,20,317,1,0.8
119,382,5,1997-09-20 18:55:42,20,92,1,1.0
119,31,5,1997-09-20 18:56:19,20,864,1,1.0
119,1101,5,1997-09-20 18:56:19,20,677,1,1.0
119,87,5,1997-09-20 18:57:09,20,547,1,1.0
119,70,3,1997-09-20 18:57:09,20,423,0,0.6
119,193,4,1997-09-20 18:57:52,20,32,1,0.8
119,12,3,1997-09-20 18:58:35,20,297,0,0.6
119,568,4,1997-09-20 18:58:35,20,201,1,0.8
119,124,4,1997-09-20 18:59:54,20,873,1,0.8
119,385,5,1997-09-20 18:59:54,20,114,1,1.0
119,199,5,1997-09-20 18:59:54,20,275,1,1.0
119,154,5,1997-09-20 19:00:22,20,88,1,1.0
119,28,5,1997-09-20 19:00:22,20,471,1,1.0
119,86,4,1997-09-20 19:01:08,20,9,1,0.8
119,697,5,1997-09-20 19:01:08,20,797,1,1.0
119,23,3,1997-09-20 19:01:40,20,94,0,0.6
119,658,5,1997-09-20 19:02:07,20,121,1,1.0
119,449,5,1997-09-20 19:03:10,20,458,1,1.0
119,716,5,1997-09-20 19:03:10,20,316,1,1.0
119,172,4,1997-09-20 19:03:11,20,161,1,0.8
119,132,5,1997-09-20 19:03:48,20,100,1,1.0
594,50,3,1997-09-20 19:16:58,593,357,0,0.6
594,15,4,1997-09-20 19:17:32,593,68,1,0.8
594,222,4,1997-09-20 19:17:32,593,12,1,0.8
594,744,3,1997-09-20 19:21:38,593,400,0,0.6
594,276,3,1997-09-20 19:24:30,593,695,0,0.6
594,237,3,1997-09-20 19:34:55,593,77,0,0.6
23,323,2,1997-09-20 19:37:46,153,144,0,0.4
23,713,4,1997-09-20 19:38:57,153,1114,1,0.8
23,181,4,1997-09-20 19:38:57,153,52,1,0.8
23,250,4,1997-09-20 19:38:58,153,305,1,0.8
23,7,4,1997-09-20 19:39:45,153,209,1,0.8
23,14,4,1997-09-20 19:40:40,153,133,1,0.8
23,50,4,1997-09-20 19:40:40,153,357,1,0.8
23,919,5,1997-09-20 19:40:40,153,63,1,1.0
23,124,5,1997-09-20 19:40:40,153,873,1,1.0
23,19,4,1997-09-20 19:41:06,153,1069,1,0.8
23,116,5,1997-09-20 19:41:06,153,665,1,1.0
23,109,3,1997-09-20 19:41:06,153,198,0,0.6
23,13,4,1997-09-20 19:41:37,153,432,1,0.8
23,408,5,1997-09-20 19:42:18,153,180,1,1.0
23,100,5,1997-09-20 19:42:37,153,49,1,1.0
23,283,4,1997-09-20 19:42:55,153,600,1,0.8
23,1,5,1997-09-20 19:43:35,153,24,1,1.0
23,405,4,1997-09-20 19:43:58,153,136,1,0.8
23,224,5,1997-09-20 19:43:58,153,1022,1,1.0
23,546,3,1997-09-20 19:44:28,153,25,0,0.6
23,151,3,1997-09-20 19:44:28,153,103,0,0.6
23,235,1,1997-09-20 19:45:12,153,181,0,0.2
23,472,2,1997-09-20 19:49:32,153,531,0,0.4
23,597,3,1997-09-20 19:50:24,153,278,0,0.6
23,202,3,1997-09-20 19:52:45,153,179,0,0.6
23,961,5,1997-09-20 19:52:45,153,411,1,1.0
23,518,5,1997-09-20 19:53:14,153,81,1,1.0
23,56,4,1997-09-20 19:53:53,153,216,1,0.8
23,357,3,1997-09-20 19:53:53,153,240,0,0.6
23,433,5,1997-09-20 19:53:53,153,479,1,1.0
23,170,4,1997-09-20 19:55:48,153,856,1,0.8
23,522,4,1997-09-20 19:57:27,153,295,1,0.8
23,603,4,1997-09-20 19:57:28,153,36,1,0.8
23,8,4,1997-09-20 19:57:54,153,389,1,0.8
23,275,5,1997-09-20 19:57:54,153,89,1,1.0
23,59,4,1997-09-20 19:58:46,153,574,1,0.8
23,414,3,1997-09-20 19:58:46,153,866,0,0.6
23,705,4,1997-09-20 19:58:46,153,238,1,0.8
23,175,5,1997-09-20 19:58:46,153,288,1,1.0
23,238,5,1997-09-20 19:58:46,153,329,1,1.0
23,96,4,1997-09-20 19:59:11,153,102,1,0.8
23,154,3,1997-09-20 19:59:12,153,88,0,0.6
23,89,5,1997-09-20 19:59:42,153,217,1,1.0
23,228,4,1997-09-20 19:59:42,153,182,1,0.8
23,55,4,1997-09-20 20:00:24,153,399,1,0.8
23,504,4,1997-09-20 20:00:24,153,137,1,0.8
23,234,2,1997-09-20 20:00:24,153,29,0,0.4
23,174,4,1997-09-20 20:00:52,153,101,1,0.8
23,213,3,1997-09-20 20:01:15,153,567,0,0.6
23,214,3,1997-09-20 20:01:41,153,195,0,0.6
23,479,5,1997-09-20 20:02:08,153,125,1,1.0
23,183,3,1997-09-20 20:02:08,153,256,0,0.6
23,132,4,1997-09-20 20:02:36,153,100,1,0.8
23,185,4,1997-09-20 20:02:36,153,361,1,0.8
23,171,5,1997-09-20 20:03:29,153,199,1,1.0
23,32,3,1997-09-20 20:03:29,153,38,0,0.6
23,230,4,1997-09-20 20:03:29,153,474,1,0.8
23,1006,3,1997-09-20 20:03:29,153,772,0,0.6
23,642,3,1997-09-20 20:04:03,153,401,0,0.6
23,176,3,1997-09-20 20:04:03,153,311,0,0.6
23,463,4,1997-09-20 20:04:03,153,509,1,0.8
23,512,5,1997-09-20 20:04:03,153,67,1,1.0
23,209,5,1997-09-20 20:04:03,153,93,1,1.0
23,710,4,1997-09-20 20:04:49,153,794,1,0.8
23,172,4,1997-09-20 20:04:49,153,161,1,0.8
23,652,4,1997-09-20 20:05:26,153,822,1,0.8
23,83,4,1997-09-20 20:05:26,153,693,1,0.8
23,144,3,1997-09-20 20:05:26,153,22,0,0.6
23,527,4,1997-09-20 20:05:26,153,657,1,0.8
23,102,3,1997-09-20 20:05:57,153,726,0,0.6
23,367,4,1997-09-20 20:05:57,153,226,1,0.8
23,79,4,1997-09-20 20:05:57,153,156,1,0.8
23,189,5,1997-09-20 20:06:25,153,236,1,1.0
23,98,5,1997-09-20 20:06:56,153,31,1,1.0
23,194,4,1997-09-20 20:06:56,153,34,1,0.8
23,418,4,1997-09-20 20:07:17,153,544,1,0.8
23,143,3,1997-09-20 20:07:46,153,56,0,0.6
23,629,4,1997-09-20 20:08:18,153,852,1,0.8
23,134,4,1997-09-20 20:08:18,153,260,1,0.8
23,99,4,1997-09-20 20:08:18,153,480,1,0.8
23,387,3,1997-09-20 20:08:18,153,16,0,0.6
23,204,3,1997-09-20 20:08:42,153,247,0,0.6
23,133,4,1997-09-20 20:10:20,153,220,1,0.8
23,95,4,1997-09-20 20:10:20,153,26,1,0.8
23,145,3,1997-09-20 20:10:44,153,215,0,0.6
276,258,5,1997-09-20 20:12:17,37,157,1,1.0
276,300,4,1997-09-20 20:12:18,37,652,1,0.8
276,328,4,1997-09-20 20:12:46,37,98,1,0.8
276,294,4,1997-09-20 20:12:46,37,95,1,0.8
276,288,4,1997-09-20 20:13:12,37,60,1,0.8
276,323,3,1997-09-20 20:13:12,37,144,0,0.6
276,322,3,1997-09-20 20:13:12,37,51,0,0.6
276,358,3,1997-09-20 20:13:39,37,1023,0,0.6
276,324,4,1997-09-20 20:13:39,37,497,1,0.8
276,678,3,1997-09-20 20:13:39,37,274,0,0.6
276,325,3,1997-09-20 20:13:39,37,331,0,0.6
23,153,4,1997-09-20 20:13:58,153,221,1,0.8
276,260,3,1997-09-20 20:13:59,37,814,0,0.6
913,4,4,1997-09-20 20:14:20,915,47,1,0.8
23,385,4,1997-09-20 20:14:22,153,114,1,0.8
276,919,4,1997-09-20 20:14:27,37,63,1,0.8
276,508,5,1997-09-20 20:14:27,37,242,1,1.0
276,298,5,1997-09-20 20:14:27,37,153,1,1.0
276,408,5,1997-09-20 20:14:27,37,180,1,1.0
23,423,3,1997-09-20 20:14:48,153,57,0,0.6
276,181,5,1997-09-20 20:14:48,37,52,1,1.0
23,211,4,1997-09-20 20:15:12,153,342,1,0.8
23,70,2,1997-09-20 20:15:13,153,423,0,0.4
276,7,5,1997-09-20 20:15:17,37,209,1,1.0
276,273,4,1997-09-20 20:15:17,37,141,1,0.8
276,628,4,1997-09-20 20:15:38,37,862,1,0.8
276,127,5,1997-09-20 20:16:08,37,189,1,1.0
276,151,5,1997-09-20 20:16:08,37,103,1,1.0
276,117,4,1997-09-20 20:16:08,37,140,1,0.8
276,546,3,1997-09-20 20:16:08,37,25,0,0.6
276,1,5,1997-09-20 20:16:08,37,24,1,1.0
276,276,4,1997-09-20 20:16:45,37,695,1,0.8
276,284,4,1997-09-20 20:16:45,37,406,1,0.8
276,547,4,1997-09-20 20:16:45,37,739,1,0.8
276,100,5,1997-09-20 20:16:45,37,49,1,1.0
276,591,3,1997-09-20 20:17:12,37,204,0,0.6
276,249,4,1997-09-20 20:17:12,37,382,1,0.8
276,696,2,1997-09-20 20:17:12,37,490,0,0.4
276,123,4,1997-09-20 20:17:37,37,861,1,0.8
276,257,4,1997-09-20 20:17:37,37,10,1,0.8
276,471,4,1997-09-20 20:17:37,37,120,1,0.8
594,357,4,1997-09-20 20:17:44,593,240,1,0.8
594,520,4,1997-09-20 20:17:44,593,230,1,0.8
276,147,4,1997-09-20 20:18:06,37,452,1,0.8
276,246,4,1997-09-20 20:18:06,37,30,1,0.8
276,109,4,1997-09-20 20:18:06,37,198,1,0.8
276,293,4,1997-09-20 20:18:06,37,427,1,0.8
276,410,4,1997-09-20 20:18:06,37,267,1,0.8
276,25,4,1997-09-20 20:18:06,37,86,1,0.8
594,483,3,1997-09-20 20:18:15,593,174,0,0.6
276,240,4,1997-09-20 20:18:33,37,413,1,0.8
276,1016,3,1997-09-20 20:18:33,37,87,0,0.6
276,455,4,1997-09-20 20:18:33,37,158,1,0.8
276,235,4,1997-09-20 20:18:54,37,181,1,0.8
23,203,4,1997-09-20 20:19:06,153,506,1,0.8
276,475,5,1997-09-20 20:19:16,37,355,1,1.0
276,237,5,1997-09-20 20:19:16,37,77,1,1.0
276,742,4,1997-09-20 20:19:16,37,364,1,0.8
23,511,5,1997-09-20 20:19:30,153,538,1,1.0
23,421,5,1997-09-20 20:19:30,153,518,1,1.0
276,1010,3,1997-09-20 20:19:44,37,483,0,0.6
276,685,4,1997-09-20 20:19:44,37,97,1,0.8
276,250,4,1997-09-20 20:19:44,37,305,1,0.8
23,28,3,1997-09-20 20:19:53,153,471,0,0.6
276,845,4,1997-09-20 20:20:07,37,302,1,0.8
276,411,4,1997-09-20 20:20:07,37,656,1,0.8
276,823,3,1997-09-20 20:20:07,37,306,0,0.6
276,406,2,1997-09-20 20:20:31,37,370,0,0.4
276,473,4,1997-09-20 20:20:31,37,781,1,0.8
276,225,3,1997-09-20 20:20:54,37,443,0,0.6
276,458,4,1997-09-20 20:20:54,37,1076,1,0.8
276,290,4,1997-09-20 20:20:54,37,707,1,0.8
276,125,4,1997-09-20 20:21:16,37,552,1,0.8
276,1129,4,1997-09-20 20:21:16,37,722,1,0.8
23,62,3,1997-09-20 20:21:20,153,296,0,0.6
276,840,3,1997-09-20 20:21:37,37,769,0,0.6
276,121,4,1997-09-20 20:21:37,37,403,1,0.8
23,747,3,1997-09-20 20:21:43,153,590,0,0.6
276,148,3,1997-09-20 20:22:04,37,577,0,0.6
276,108,3,1997-09-20 20:22:04,37,1006,0,0.6
